id,clean_title,raw_title,source_path,in_directory,created_at,updated_at,author,published,revision,subject,genre,summary,file_type,subtitle,publisher,edition,language,domain,subfield,topics,key_concepts,target_audience,media_type,is_collection,file_extension
671,Quantum Computing in Practice with Qi Skit and Ibm Quantum Experience,quantumcomputinginpracticewithqiskitandibmquantumexperience.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Physics & Theoretical Physics,Textbook,"A comprehensive textbook on Quantum Computing in Practice with Qi Skit and Ibm Quantum Experience (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Physics & Theoretical Physics and Classical & Modern Physics.",PDF,,,1st Edition,en,Natural & Physical Sciences,Classical & Modern Physics,"physics, quantum-mechanics, thermodynamics, electromagnetism, science","Classical Mechanics, Electrodynamics, Quantum States, Energy Transfer, Mathematical Physics",Academic / Advanced,Book / Ebook,0,.pdf
672,Quickstudy and Sparkcharts - Over 200 Study Guides,Quickstudy and Sparkcharts - over 200 study guides,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"Comprehensive resource bundle and reference collection focusing on Quickstudy and Sparkcharts - Over 200 Study Guides (Over 200 Study Guides). Covers key principles, curated documentation, and multi-part assets across General Technical Studies within General Science & Technology.",Directory / Folder,Over 200 Study Guides,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Directory / Resource Pack,1,
673,Racket Programming the Fun Way,racketprogrammingthefunway.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Racket Programming the Fun Way (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
674,Radar Systems and Radio Aids to Navigation,radarsystemsandradioaidstonavigation.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Survival & Bushcraft,Field Guide / Manual,"A comprehensive field guide / manual on Radar Systems and Radio Aids to Navigation (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Survival & Bushcraft and Wilderness Survival & Self-Reliance.",PDF,,,1st Edition,en,"Outdoor, Survival & Environmental Skills",Wilderness Survival & Self-Reliance,"survival, bushcraft, wilderness, foraging, prepping, first-aid, self-reliance","Wilderness Medicine, Shelter Construction, Foraging & Identification, Navigation, Emergency Preparedness",Practitioner / Enthusiast,Book / Ebook,0,.pdf
675,Rag Driven Generative AI,rag-drivengenerativeai.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Artificial Intelligence & Machine Learning,Technical Reference,"A comprehensive technical reference on Rag Driven Generative AI (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Artificial Intelligence & Machine Learning and Deep Learning & Generative AI.",PDF,,,1st Edition,en,Computer Science & Artificial Intelligence,Deep Learning & Generative AI,"ai, machine-learning, deep-learning, llm, neural-networks, transformers, nlp, generative-ai","Model Architectures, Training Pipelines, Neural Optimization, Embeddings, Agentic Workflows",Advanced / Practitioner,Book / Ebook,0,.pdf
676,React Key Concepts,reactkeyconcepts.zip,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Programming & Software Development,Technical Guide,"A comprehensive technical guide on React Key Concepts (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",ZIP Archive,,,1st Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.zip
677,Readme,README.md,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"System architecture blueprint and diagnostic specification for Readme. Details functional protocols, instrumentation pipelines, and execution frameworks in General Science & Technology.",Markdown,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Project Documentation / Manifest,0,.md
678,Real World Python,real-worldpython (1).pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Programming & Software Development,Technical Guide,"A comprehensive technical guide on Real World Python (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",PDF,,,1st Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.pdf
680,Real Estate Investing 101,realestateinvesting101.epub,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Real Estate Investing 101 (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",EPUB,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.epub
681,Remote Control Devices,Remote_Control_Devices.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Remote Control Devices (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
682,Report on Traumatic Brain Injury (TBI) Prevalence Rates,Report on Traumatic Brain Injury (TBI) Prevalence Rates _.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Report on Traumatic Brain Injury (TBI) Prevalence Rates (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
683,Report,report.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Report (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
684,Retirement 101,retirement101.epub,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Retirement 101 (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",EPUB,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.epub
685,Rock Hounding for Beginners,rockhoundingforbeginners.mobi,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Rock Hounding for Beginners (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",MOBI,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.mobi
686,Rust for Rust Ace an S,rustforrustaceans.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Programming & Software Development,Technical Guide,"A comprehensive technical guide on Rust for Rust Ace an S (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",PDF,,,1st Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.pdf
687,Rust Programming Language Rust 2018,rustprogramminglanguagerust2018.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,2018,1,Programming & Software Development,Technical Guide,"A comprehensive technical guide on Rust Programming Language Rust 2018 (1st Edition), released in 2018. Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",PDF,,,1st Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.pdf
688,R X from the Garden,rxfromthegarden.epub,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on R X from the Garden (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",EPUB,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.epub
689,Sales 101,sales101.epub,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Sales 101 (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",EPUB,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.epub
690,Sample Pack Release Guide,Sample_Pack_Release_Guide.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"Comprehensive resource bundle and reference collection focusing on Sample Pack Release Guide. Covers key principles, curated documentation, and multi-part assets across General Technical Studies within General Science & Technology.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Collection / Resource Pack,1,.pdf
691,S as Urban Survival Handbook,sasurbansurvivalhandbook.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Survival & Bushcraft,Field Guide / Manual,"A comprehensive field guide / manual on S as Urban Survival Handbook (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Survival & Bushcraft and Wilderness Survival & Self-Reliance.",PDF,,,1st Edition,en,"Outdoor, Survival & Environmental Skills",Wilderness Survival & Self-Reliance,"survival, bushcraft, wilderness, foraging, prepping, first-aid, self-reliance","Wilderness Medicine, Shelter Construction, Foraging & Identification, Navigation, Emergency Preparedness",Practitioner / Enthusiast,Book / Ebook,0,.pdf
692,Scalable Application Development with Nest Js,scalableapplicationdevelopmentwithnestjs.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Scalable Application Development with Nest Js (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
693,School's Out Summer Fun Guide,School's Out Summer Fun Guide.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on School's Out Summer Fun Guide (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
694,Scientific Computing with Python Second Edition,scientificcomputingwithpythonsecondedition.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Programming & Software Development,Technical Guide,"A comprehensive technical guide on Scientific Computing with Python Second Edition (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",PDF,,,1st Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.pdf
695,Secret Life of Programs,secretlifeofprograms.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Secret Life of Programs (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
696,Security Driven Software Development,security-drivensoftwaredevelopment.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Cybersecurity & InfoSec,Technical Reference,"A comprehensive technical reference on Security Driven Software Development (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Cybersecurity & InfoSec and Penetration Testing & Threat Analysis.",PDF,,,1st Edition,en,Information Security & Networks,Penetration Testing & Threat Analysis,"cybersecurity, infosec, ethical-hacking, pentesting, network-security, reverse-engineering","Vulnerability Assessment, Exploitation, Network Hardening, Threat Modeling, Cryptography",Intermediate / Advanced,Book / Ebook,0,.pdf
697,Serious Python,seriouspython (1).pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Programming & Software Development,Technical Guide,"A comprehensive technical guide on Serious Python (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",PDF,,,1st Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.pdf
699,Seven AI Prompts Change Your Life Mark Manson,Seven-AI-Prompts-Change-Your-Life_Mark-Manson.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Artificial Intelligence & Machine Learning,Technical Reference,"A comprehensive technical reference on Seven AI Prompts Change Your Life Mark Manson (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Artificial Intelligence & Machine Learning and Deep Learning & Generative AI.",PDF,,,1st Edition,en,Computer Science & Artificial Intelligence,Deep Learning & Generative AI,"ai, machine-learning, deep-learning, llm, neural-networks, transformers, nlp, generative-ai","Model Architectures, Training Pipelines, Neural Optimization, Embeddings, Agentic Workflows",Advanced / Practitioner,Book / Ebook,0,.pdf
700,Shell Bash,shell-bash 2.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Cloud Infrastructure & DevOps,Technical Guide,"A comprehensive technical guide on Shell Bash (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Cloud Infrastructure & DevOps and Containerization & System Administration.",PDF,,,1st Edition,en,Information Security & Networks,Containerization & System Administration,"devops, cloud, linux, docker, kubernetes, sysadmin, aws, infrastructure","Infrastructure as Code, Container Orchestration, CI/CD Pipelines, Linux Administration",Intermediate / Practitioner,Book / Ebook,0,.pdf
702,Shooters Bible Guide to Deer Hunting,shootersbibleguidetodeerhunting.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Survival & Bushcraft,Field Guide / Manual,"A comprehensive field guide / manual on Shooters Bible Guide to Deer Hunting (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Survival & Bushcraft and Wilderness Survival & Self-Reliance.",PDF,,,1st Edition,en,"Outdoor, Survival & Environmental Skills",Wilderness Survival & Self-Reliance,"survival, bushcraft, wilderness, foraging, prepping, first-aid, self-reliance","Wilderness Medicine, Shelter Construction, Foraging & Identification, Navigation, Emergency Preparedness",Practitioner / Enthusiast,Book / Ebook,0,.pdf
703,Silent Killers PDF,Silent+Killers+PDF.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Silent Killers PDF (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
704,Simpler Living Second Edition Revised and Updated,simplerlivingsecondedition-revisedandupdated.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Simpler Living Second Edition Revised and Updated (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
705,Sketchy Setups #1 - Stratocaster,Sketchy Setups #1 - Stratocaster.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Sketchy Setups #1 - Stratocaster (Stratocaster) (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,Stratocaster,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
706,Sketchy Setups #6 - Floyd Rose and Locking Trem,Sketchy Setups #6 - Floyd Rose and Locking Trem.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,Thomas L. Floyd,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Sketchy Setups #6 - Floyd Rose and Locking Trem (Floyd Rose and Locking Trem) (1st Edition) by Thomas L. Floyd. Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,Floyd Rose and Locking Trem,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
707,Small Signal Audio Design (2010) - (Malestrom),Small Signal Audio Design (2010) - (Malestrom),/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,2010,1,Technical & Applied Sciences,Technical Reference,"Comprehensive resource bundle and reference collection focusing on Small Signal Audio Design (2010) - (Malestrom) ((Malestrom)), released in 2010. Covers key principles, curated documentation, and multi-part assets across General Technical Studies within General Science & Technology.",Directory / Folder,(Malestrom),,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Directory / Resource Pack,1,
708,"Small Signal Audio Design, 2 Edition by Douglas Self","Small Signal Audio Design, 2 Edition by Douglas Self.pdf",/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,Douglas Self,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Small Signal Audio Design, 2 Edition by Douglas Self (1st Edition) by Douglas Self. Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
709,SoftSyn 1 Features Hybrid Work Flow Local LLM,SoftSyn_1 Features_hybrid workflow_local_LLM.md,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Artificial Intelligence & Machine Learning,Technical Reference,"System architecture blueprint and diagnostic specification for SoftSyn 1 Features Hybrid Work Flow Local LLM. Details functional protocols, instrumentation pipelines, and execution frameworks in Computer Science & Artificial Intelligence.",Markdown,,,1st Edition,en,Computer Science & Artificial Intelligence,Deep Learning & Generative AI,"ai, machine-learning, deep-learning, llm, neural-networks, transformers, nlp, generative-ai","Model Architectures, Training Pipelines, Neural Optimization, Embeddings, Agentic Workflows",Advanced / Practitioner,Project Documentation / Manifest,0,.md
710,Software Architect,software-architect 2.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Software Architect (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
712,Software Design Architecture,software-design-architecture 2.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Systems Architecture & Ecosystems,Project Documentation,"System architecture blueprint and diagnostic specification for Software Design Architecture. Details functional protocols, instrumentation pipelines, and execution frameworks in Systems Architecture & Engineering.",PDF,,,1st Edition,en,Systems Architecture & Engineering,Cybernetic Diagnostics & Ecosystem Architecture,"system-architecture, cybernetics, diagnostics, technical-specification, documentation","Cybernetic Feedback Loops, Diagnostic Pipelines, Multi-Agent Instrumentation, System Design",Architect / Engineer,Project Documentation / Manifest,0,.pdf
714,Solving Applied Mathematical Problems with MATLAB®,Solving Applied Mathematical Problems with MATLAB®,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"Comprehensive resource bundle and reference collection focusing on Solving Applied Mathematical Problems with MATLAB®. Covers key principles, curated documentation, and multi-part assets across General Technical Studies within General Science & Technology.",Directory / Folder,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Directory / Resource Pack,1,
715,Solving Intonation Problems,Solving_Intonation_Problems.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Solving Intonation Problems (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
716,Special Theory of Relativity,specialtheoryofrelativity.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Physics & Theoretical Physics,Textbook,"A comprehensive textbook on Special Theory of Relativity (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Physics & Theoretical Physics and Classical & Modern Physics.",PDF,,,1st Edition,en,Natural & Physical Sciences,Classical & Modern Physics,"physics, quantum-mechanics, thermodynamics, electromagnetism, science","Classical Mechanics, Electrodynamics, Quantum States, Energy Transfer, Mathematical Physics",Academic / Advanced,Book / Ebook,0,.pdf
717,SpectraLayers Pro 10 Operation Manual En,SpectraLayers_Pro_10_Operation_Manual_en.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on SpectraLayers Pro 10 Operation Manual En (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
718,SQL,sql 2.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on SQL (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
719,SQL Cookbook,SQL-Cookbook.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on SQL Cookbook (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
